Trait1	Trait2	TestControl	NetColoc	Parameter Tested	Bin Size	T	T*	Observed Size	Expected Size	log2COLOC Score	COLOC P	LenientOrStrict	SNP-to-Gene
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1.5	1.5	92	137.439	-0.5790856783604994	1.4e-05	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1	2	218	288.917	-0.4063269601918677	3.048e-06	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1.5	2	92	137.527	-0.5800091173888356	2.473e-05	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2	2	27	47.007	-0.7999162029890141	0.001871	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1	2.5	174	236.368	-0.4419474275539242	1.366e-05	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1.5	2.5	90	136.149	-0.5971894794232402	2.289e-05	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2	2.5	27	47.267	-0.8078738935856802	0.001709	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2.5	2.5	11	15.537	-0.4982044405526202	0.2411	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1	3	141	190.729	-0.43582905688038387	3.261e-05	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1.5	3	86	125.973	-0.550705986732652	0.0001006	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2	3	27	46.997	-0.799609259657596	0.002172	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2.5	3	11	15.225	-0.46893870438167284	0.2637	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	3	3	5	4.386	0.1890222828758559	0.7691	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1	3.5	117	151.559	-0.37337099614952096	0.002197	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1.5	3.5	77	111.233	-0.5306545115429614	0.0003197	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2	3.5	27	47.271	-0.8079959774073604	0.002025	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2.5	3.5	11	15.253	-0.4715894998741268	0.2615	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	3	3.5	5	4.496	0.15328605932852304	0.8095	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	3.5	3.5	4	0.903	2.147202107181229	0.0006337	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1	4	87	119.748	-0.4609142545707326	0.001046	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	1.5	4	61	95.103	-0.640681608577063	0.0002161	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2	4	27	47.512	-0.8153325304629939	0.00115	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	2.5	4	11	15.463	-0.4913167221134945	0.2354	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	3	4	5	4.491	0.15489137276987672	0.8031	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	3.5	4	4	0.96	2.0588936890535687	0.001442	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0000731_GCST009158	Control	Binary(B)	th	10	4	4	1	0.129	2.954557029238833	0.01585	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	bin	5	1	3	143	204.543	-0.5163890182443472	1.445e-06	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	bin	10	1	3	135	222.651	-0.7218246841445086	3.955e-11	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	bin	20	1	3	99	179.112	-0.8553615667651571	2.162e-11	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	bin	40	1	3	92	181.602	-0.9810743249709515	8.384e-14	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	bin	80	1	3	95	170.741	-0.84581011546385	4.14e-10	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	bin	160	1	3	91	157.188	-0.7885526335764875	2.65e-09	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1	1	254	401.988	-0.6623239382403724	3.581e-17	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1	1.5	243	377.166	-0.6342433148801836	2.076e-16	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1.5	1.5	103	165.207	-0.6816304791995502	4.417e-08	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1	2	215	324.733	-0.5949173417393886	2.264e-12	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1.5	2	103	165.385	-0.683184054253357	1.077e-07	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2	2	37	57.186	-0.6281367258647682	0.006246	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1	2.5	178	269.851	-0.6002857923940969	3.281e-11	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1.5	2.5	103	163.446	-0.6661697331761782	3.464e-07	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2	2.5	37	57.299	-0.6309846900969627	0.004032	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2.5	2.5	14	18.524	-0.4039688349840022	0.299	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1	3	136	218.651	-0.6850232951220645	2.266e-09	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1.5	3	92	150.821	-0.7131315541448694	3.868e-08	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2	3	37	57.148	-0.6271777387992865	0.004796	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2.5	3	14	18.494	-0.40163046658474055	0.2931	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	3	3	1	4.433	-2.1482833625031774	0.1199	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1	3.5	118	173.074	-0.5526021528794645	2.902e-06	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1.5	3.5	84	132.431	-0.6567796407371833	2.013e-06	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2	3.5	37	57.457	-0.6349573967179241	0.004006	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2.5	3.5	14	18.354	-0.3906676855596675	0.3022	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	3	3.5	1	4.407	-2.139796896615349	0.1026	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	3.5	3.5	0	1.149	-inf	0.2686	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1	4	87	138.337	-0.6690997692671324	2.521e-06	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	1.5	4	69	113.953	-0.7237706394176702	3.602e-06	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2	4	37	57.092	-0.6257633317831637	0.004826	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	2.5	4	14	18.407	-0.394827686111692	0.2818	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	3	4	1	4.462	-2.1576905135820534	0.09303	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	3.5	4	0	1.148	-inf	0.2742	Lenient	S2G
EFO_0010225_GCST90060151	EFO_0005213_GCST90000654	Control	Binary(B)	th	10	4	4	0	0.419	-inf	0.5167	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	bin	5	1	3	380	211.098	0.8480865082925195	1.401e-39	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	bin	10	1	3	433	236.043	0.8753173253823827	5.323e-45	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	bin	20	1	3	393	200.697	0.9695102608928206	1.199e-48	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	bin	40	1	3	442	241.959	0.8692837663644613	1.768e-51	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	bin	80	1	3	499	252.091	0.9850952026701023	3.278e-67	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	bin	160	1	3	391	215.851	0.8571328309635177	4.2029999999999997e-41	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1	1	740	442.834	0.7407592768328406	6.469999999999999e-63	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1	1.5	698	412.06	0.7603726131040341	3.3439999999999986e-61	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1.5	1.5	333	177.942	0.9041151043520065	1.4150000000000003e-38	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1	2	626	359.362	0.8007247950824192	7.534e-64	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1.5	2	333	177.494	0.9077519206597817	2.3120000000000003e-39	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2	2	144	71.653	1.0069697973987741	2.601e-19	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1	2.5	536	299.519	0.8395854773473073	1.147e-50	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1.5	2.5	328	175.664	0.900877254362234	2.7650000000000003e-38	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2	2.5	144	71.352	1.0130430374755988	4.524e-20	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2.5	2.5	28	23.294	0.26546842958532424	0.3338	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1	3	449	244.276	0.878203318495329	3.1250000000000002e-46	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1.5	3	314	165.018	0.9281411583162671	1.944e-37	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2	3	144	70.861	1.0230050814478473	1.8860000000000002e-23	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2.5	3	28	23.252	0.2680720134878053	0.3128	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	3	3	7	6.65	0.07400058144377678	0.8929	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1	3.5	364	197.804	0.8798668497980566	1.7110000000000004e-38	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1.5	3.5	281	149.567	0.9097782318791229	3.357e-31	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2	3.5	144	71.402	1.0120324212407583	6.991e-20	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2.5	3.5	28	23.187	0.27211065509924326	0.3217	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	3	3.5	7	6.52	0.10248295760125128	0.8512	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	3.5	3.5	3	1.353	1.1488006614067061	0.1691	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1	4	308	158.164	0.9615090882255546	6.974000000000001e-37	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	1.5	4	256	129.907	0.9786646381523821	7.998e-31	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2	4	144	71.418	1.0117091735058361	2.901e-19	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	2.5	4	28	22.902	0.28995323478297663	0.2615	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	3	4	7	6.493	0.10846971269251433	0.8327	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	3.5	4	3	1.308	1.1975999598851608	0.1343	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0005213_GCST006366	Control	Binary(B)	th	10	4	4	1	0.25	2.0	0.1363	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	bin	5	1	3	150	186.607	-0.315040604846166	0.004241	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	bin	10	1	3	178	201.516	-0.17901714944370997	0.07275	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	bin	20	1	3	172	208.175	-0.2753882590335688	0.005236	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	bin	40	1	3	159	203.049	-0.35280115661301914	0.0003673	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	bin	80	1	3	158	199.834	-0.3388775075022345	0.001135	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	bin	160	1	3	165	202.729	-0.29708645389271704	0.003362	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1	1	357	382.165	-0.09827158308092242	0.146	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1	1.5	321	356.855	-0.152764689301314	0.03507	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1.5	1.5	135	149.838	-0.15044414081485746	0.1808	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1	2	273	305.835	-0.16385256816645932	0.02672	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1.5	2	135	149.705	-0.14916299952263912	0.1996	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2	2	47	48.971	-0.059266899748760205	0.7633	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1	2.5	222	249.881	-0.17068153198059868	0.05237	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1.5	2.5	135	148.701	-0.13945494213298726	0.2237	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2	2.5	47	49.454	-0.07342645876999686	0.7235	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2.5	2.5	15	17.086	-0.18785218677803722	0.6015	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1	3	178	200.945	-0.17492343889247902	0.06745	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1.5	3	127	136.292	-0.10187238503525678	0.3936	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2	3	47	49.233	-0.06696489570663068	0.7339	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2.5	3	15	16.541	-0.14108395576084548	0.6938	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	3	3	5	4.625	0.11247472925841266	0.86	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1	3.5	147	162.276	-0.1426334915199682	0.187	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1.5	3.5	107	118.795	-0.15086331874620074	0.2348	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2	3.5	47	48.808	-0.05445687899790612	0.7822	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2.5	3.5	15	16.846	-0.1674435704942242	0.6367	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	3	3.5	5	4.514	0.14752167635761318	0.8175	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	3.5	3.5	1	1.934	-0.9515877948147541	0.4821	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1	4	120	128.882	-0.10301638134081333	0.4061	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	1.5	4	94	102.546	-0.12553855597324168	0.3579	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2	4	47	49.187	-0.06561630849441234	0.7462	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	2.5	4	15	16.759	-0.15997356609161983	0.6705	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	3	4	5	4.629	0.11122753225755846	0.8593	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	3.5	4	1	1.929	-0.9478531433870163	0.4852	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0000731_GCST90018934	Control	Binary(B)	th	10	4	4	0	0.527	-inf	0.468	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	bin	5	1	3	206	205.97	0.00021011651966505629	0.9981	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	bin	10	1	3	237	208.385	0.18563562605824963	0.0292	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	bin	20	1	3	214	201.003	0.09039376262110471	0.2989	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	bin	40	1	3	170	181.448	-0.09402140851994258	0.3622	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	bin	80	1	3	154	168.021	-0.12571120769385416	0.2299	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	bin	160	1	3	140	163.483	-0.2237137957651901	0.04318	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1	1	406	375.122	0.11411985134744577	0.06108	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1	1.5	367	346.821	0.0815888067272773	0.1954	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1.5	1.5	156	144.502	0.11045656840230396	0.2976	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1	2	309	298.866	0.0481080576122158	0.513	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1.5	2	156	143.328	0.12222555266863784	0.2464	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2	2	69	58.689	0.23350623560096437	0.165	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1	2.5	280	250.559	0.16027646732264716	0.03903	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1.5	2.5	156	143.202	0.12349438725398154	0.2379	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2	2.5	69	58.914	0.22798585295318038	0.1562	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2.5	2.5	27	20.841	0.37353490411129775	0.1662	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1	3	238	205.572	0.21131779835968822	0.01373	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1.5	3	148	134.367	0.1394183143904788	0.1847	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2	3	69	58.308	0.24290252360181427	0.1336	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2.5	3	27	20.843	0.37339646297877715	0.176	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	3	3	9	7.021	0.3582484734346146	0.4527	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1	3.5	182	167.863	0.11665418083396968	0.2381	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1.5	3.5	129	121.484	0.08660474885997486	0.4671	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2	3.5	69	58.542	0.23712432778073886	0.1409	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2.5	3.5	27	20.849	0.3729812192723064	0.1533	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	3	3.5	9	6.91	0.3812392908287785	0.4254	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	3.5	3.5	3	2.253	0.41311518714781514	0.6117	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1	4	148	137.706	0.1040057552218477	0.3547	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	1.5	4	114	106.806	0.09404112935796215	0.4511	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2	4	69	58.32	0.24260564222595668	0.1278	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	2.5	4	27	20.653	0.3866080483546611	0.137	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	3	4	9	6.903	0.3827015171591536	0.4157	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	3.5	4	3	2.248	0.4163204651623169	0.6127	Lenient	S2G
EFO_0006332_GCST90100525	EFO_0004343_GCST008997	Control	Binary(B)	th	10	4	4	2	0.802	1.3183258582071666	0.1735	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	bin	5	1	3	186	184.434	0.012197983408612882	0.9047	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	bin	10	1	3	198	190.55	0.05533082215480367	0.5405	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	bin	20	1	3	185	185.647	-0.005036731119028204	0.9578	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	bin	40	1	3	170	170.976	-0.008259081022986193	0.9366	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	bin	80	1	3	169	166.504	0.02146641028692241	0.8322	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	bin	160	1	3	171	165.245	0.049389705930922394	0.6285	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1	1	346	343.648	0.009840474827305865	0.8796	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1	1.5	323	320.155	0.012763623583436266	0.8599	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1.5	1.5	132	137.477	-0.05865234533378239	0.6157	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1	2	285	277.549	0.03821942415172618	0.5984	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1.5	2	132	138.312	-0.06738840108729911	0.5513	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2	2	52	54.055	-0.05591644783435053	0.7725	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1	2.5	239	233.036	0.03645777487332175	0.6743	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1.5	2.5	129	136.938	-0.08615178127087339	0.4658	Lenient	S2G
