Trait1	Trait2	TestControl	NetColoc	Parameter Tested	Bin Size	T	T*	Observed Size	Expected Size	log2COLOC Score	COLOC P	LenientOrStrict	SNP-to-Gene
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	1	3	124	192.139	-0.6318102635444254	2.165e-07	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	1.5	3	79	130.011	-0.7187091338827327	9.859e-07	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	2	3	36	50.415	-0.485856136812121	0.03128	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	2.5	3	16	19.114	-0.25655781858702564	0.451	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	3	3	2	6.694	-1.7428685510244426	0.0681	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	1	3.5	107	159.63	-0.5771210127282422	1.971e-06	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	1.5	3.5	76	116.739	-0.6192152914215098	7.2e-05	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	2	3.5	36	50.367	-0.48448189603105274	0.03467	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	2.5	3.5	16	19.143	-0.2587450347408978	0.4721	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	3	3.5	2	6.715	-1.7473873996527178	0.06469	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	3.5	3.5	0	2.445	-inf	0.1216	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	1	4	90	132.953	-0.5629194245051816	3.784e-05	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	1.5	4	68	103.877	-0.6112696027744415	0.0001295	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	2	4	36	50.484	-0.4878293173855463	0.03452	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	2.5	4	16	19.123	-0.2572369647338353	0.4587	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	3	4	2	6.578	-1.7176490081733153	0.0718	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	3.5	4	0	2.368	-inf	0.1188	Lenient	S2G
EFO_0007117_GCST90092505	EFO_0007117_GCST90092505	Test	Quantitative(Q)	th	10	4	4	0	0.936	-inf	0.3254	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	bin	5	1	3	272	188.969	0.525457068957694	2.972e-11	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	bin	10	1	3	269	200.35	0.4250836630131885	1.304e-07	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	bin	20	1	3	307	209.829	0.5490245722232996	1.399e-13	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	bin	40	1	3	295	198.02	0.5750688047572292	1.247e-14	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	bin	80	1	3	268	192.208	0.4795646160795279	1.976e-09	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	bin	160	1	3	274	192.517	0.5091900461689085	3.411e-11	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1	1	506	366.43	0.4655997617263921	2.418e-17	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1	1.5	473	341.324	0.470698323292423	5.769e-16	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1.5	1.5	183	146.447	0.32146500892435786	0.0008998	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1	2	408	296.145	0.46226542377481306	4.068e-14	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1.5	2	183	146.471	0.3212285968154481	0.0006956	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2	2	69	54.881	0.3302895924446413	0.04685	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1	2.5	327	246.546	0.4074337891993789	2.622e-08	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1.5	2.5	180	145.981	0.3022162976519691	0.001243	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2	2.5	69	54.819	0.3319203509142679	0.04589	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2.5	2.5	19	17.075	0.15411384004085743	0.6368	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1	3	272	198.858	0.45186804895950977	1.644e-09	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1.5	3	173	136.208	0.34496059720378375	0.0005577	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2	3	69	54.91	0.3295274506086295	0.03635	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2.5	3	19	17.071	0.1544518462606166	0.6273	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	3	3	4	4.227	-0.07963411236870589	0.9142	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1	3.5	221	160.29	0.46336194662222524	1.357e-07	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1.5	3.5	158	121.696	0.37664280920859877	0.0003685	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2	3.5	69	55.06	0.3255917519573324	0.04746	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2.5	3.5	19	17.173	0.14585732871775284	0.6551	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	3	3.5	4	4.208	-0.07313470463021544	0.9165	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	3.5	3.5	2	1.05	0.9296106721086019	0.3291	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1	4	164	127.941	0.35821715017053674	0.0006435	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	1.5	4	129	105.318	0.29261903582375925	0.01246	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2	4	69	54.633	0.3368237156023113	0.03798	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	2.5	4	19	16.996	0.1608041697923865	0.6089	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	3	4	4	4.153	-0.05415387176270789	0.9403	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	3.5	4	2	1.053	0.9254945636363703	0.3626	Lenient	S2G
EFO_0000731_GCST009158	EFO_0000731_GCST009158	Test	Quantitative(Q)	th	10	4	4	2	0.343	2.5437195184892745	0.004333	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	bin	5	1	3	291	191.427	0.6042248226883552	1.266e-15	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	bin	10	1	3	280	195.612	0.5174319506967668	2.498e-11	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	bin	20	1	3	309	207.93	0.5715089138496223	1.463e-14	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	bin	40	1	3	287	204.068	0.49200076648914703	2.704e-10	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	bin	80	1	3	293	202.209	0.5350534539228692	4.082e-12	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	bin	160	1	3	281	200.192	0.4891858075756609	2.602e-10	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1	1	559	375.096	0.5755884047956438	1.318e-29	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1	1.5	527	348.351	0.5972612570664674	2.8300000000000003e-28	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1.5	1.5	241	144.534	0.7376242360025345	3.628e-19	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1	2	448	298.226	0.5870926918449236	9.967e-23	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1.5	2	241	144.792	0.7350512531443845	5.439e-19	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2	2	113	53.283	1.0845755545766458	2.746e-18	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1	2.5	358	245.423	0.5446891289082143	2.391e-16	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1.5	2.5	238	142.493	0.7400705252266231	8.794e-19	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2	2.5	113	53.374	1.0821137324631893	7.445e-19	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2.5	2.5	49	18.363	1.4159799752495752	1.15e-14	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1	3	298	201.014	0.5680163465608372	1.935e-13	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1.5	3	223	132.919	0.7464963659035986	5.388e-17	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2	3	113	53.553	1.0772834715645758	4.83e-18	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2.5	3	49	18.504	1.4049445781411047	8.518e-14	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	3	3	22	6.337	1.7956316031055346	3.527e-11	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1	3.5	243	163.887	0.5682548936790062	3.254e-12	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1.5	3.5	193	119.053	0.6969968721552405	4.387e-14	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2	3.5	113	53.5	1.0787119760140407	1.977e-17	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2.5	3.5	49	18.452	1.4090045517116392	3.946e-14	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	3	3.5	22	6.172	1.8336935567286494	1.369e-11	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	3.5	3.5	14	2.323	2.5913657679108835	4.923e-15	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1	4	201	132.948	0.5963334271930898	4.825e-10	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	1.5	4	173	103.051	0.7474135331008815	4.635e-14	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2	4	113	53.538	1.0776876217873745	5.24e-18	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	2.5	4	49	18.573	1.3995748841129763	3.081e-13	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	3	4	22	6.119	1.846135719464627	1.7e-11	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	3.5	4	14	2.307	2.6013369180367083	6.49e-15	Lenient	S2G
EFO_0007117_GCST90092503	EFO_0007117_GCST90092503	Test	Quantitative(Q)	th	10	4	4	9	0.775	3.5376567859427994	1.938e-22	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	bin	5	1	3	520	218.477	1.2510302141570704	5.788999999999996e-104	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	bin	10	1	3	566	233.258	1.2788754913267233	4.493999999999998e-135	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	bin	20	1	3	616	240.453	1.3571754248807204	1.587999999999999e-149	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	bin	40	1	3	561	224.024	1.3243474723627058	4.463999999999997e-145	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	bin	80	1	3	523	222.544	1.232720341601754	3.0789999999999982e-114	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	bin	160	1	3	505	230.527	1.1313476546289787	4.7079999999999984e-96	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1	1	1068	484.735	1.139643486717303	2.4849999999999997e-213	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1	1.5	1017	449.677	1.1773586789006614	1.349e-233	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1.5	1.5	474	183.344	1.3703340050285886	1.4979999999999994e-133	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1	2	892	382.35	1.222149836064309	1.2399999999999996e-197	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1.5	2	474	182.682	1.3755525696028894	1.5659999999999992e-125	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2	2	202	54.048	1.902042154612496	9.224999999999994e-92	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1	2.5	749	307.168	1.2859377911860481	4.964e-194	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1.5	2.5	472	180.471	1.3870198314359208	2.9449999999999984e-131	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2	2.5	202	53.957	1.9044732509466884	9.356999999999994e-103	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2.5	2.5	69	11.614	2.5707314227375666	5.690999999999999e-66	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1	3	598	233.299	1.3579653609766766	5.0399999999999985e-148	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1.5	3	442	164.854	1.4228574767840074	2.0959999999999988e-126	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2	3	202	53.754	1.9099112738051718	8.885999999999995e-99	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2.5	3	69	11.75	2.5539356051005315	2.6580000000000002e-65	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	3	3	8	1.228	2.7036894392919075	7.688e-10	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1	3.5	483	174.344	1.4700864740384498	1.5419999999999993e-149	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1.5	3.5	397	140.848	1.494999929353419	1.2209999999999994e-127	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2	3.5	202	54.057	1.9018019389814336	3.389999999999998e-100	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2.5	3.5	69	11.724	2.5571314887507146	5.596e-68	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	3	3.5	8	1.199	2.7381683412478632	1.342e-10	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	3.5	3.5	3	0.183	4.0350469470992	4.836e-11	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1	4	391	129.356	1.5958216345344038	1.3929999999999994e-136	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	1.5	4	348	114.817	1.5997510403675586	1.0589999999999995e-126	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2	4	202	54.229	1.8972188210212257	3.5339999999999974e-103	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	2.5	4	69	11.57	2.576207497445404	7.531e-75	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	3	4	8	1.272	2.6529013293777317	2.44e-09	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	3.5	4	3	0.194	3.9508339431961157	1.266e-10	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0008036_GCST90094959	Test	Quantitative(Q)	th	10	4	4	0	0.044	-inf	0.834	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	bin	5	1	3	406	144.438	1.4910293785417124	2.0339999999999992e-133	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	bin	10	1	3	435	167.496	1.3768887582212215	1.5639999999999992e-117	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	bin	20	1	3	476	174.886	1.4445467704885573	2.551999999999999e-134	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	bin	40	1	3	422	151.564	1.477315878597026	1.5669999999999993e-116	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	bin	80	1	3	421	148.869	1.4997768702547198	2.115999999999999e-134	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	bin	160	1	3	434	143.947	1.592157320668186	4.1249999999999976e-158	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1	1	721	330.968	1.1233075242253059	1.8429999999999988e-139	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1	1.5	684	305.872	1.1610682787250943	9.849999999999996e-134	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1.5	1.5	362	124.053	1.5450330726562203	1.4069999999999993e-119	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1	2	610	260.782	1.2259649490533504	2.2299999999999988e-138	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1.5	2	362	123.258	1.5543084102528044	1.3119999999999992e-126	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2	2	155	42.158	1.8783898840788011	8.229e-73	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1	2.5	525	211.201	1.3137007571561372	3.201999999999998e-141	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1.5	2.5	361	121.556	1.570377730610406	7.333999999999995e-119	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2	2.5	155	41.992	1.8840818077255472	4.071e-73	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2.5	2.5	51	12.638	2.012729076162503	7.148e-29	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1	3	433	167.701	1.3684757332427075	5.791999999999997e-104	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1.5	3	336	111.485	1.5916116204492887	2.7459999999999984e-118	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2	3	155	41.996	1.883944388566431	8.429999999999999e-76	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2.5	3	51	12.623	2.0144424230732985	2.672e-28	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	3	3	7	2.814	1.3147325934831584	0.01353	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1	3.5	363	131.052	1.4698301772478317	7.071999999999996e-117	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1.5	3.5	304	98.362	1.6278983489257337	9.766999999999996e-114	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2	3.5	155	41.892	1.8875215476624148	2.718999999999999e-75	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2.5	3.5	51	12.707	2.0048737829090046	2.661e-28	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	3	3.5	7	2.859	1.291844302088593	0.009384	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	3.5	3.5	0	0.49	-inf	0.4865	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1	4	317	101.635	1.641085532436902	3.4219999999999984e-114	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	1.5	4	278	83.758	1.7307859842843605	5.221999999999997e-116	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2	4	155	42.136	1.8791429457823676	1.7029999999999998e-76	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	2.5	4	51	12.588	2.018448163335159	3.7120000000000003e-28	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	3	4	7	2.756	1.3447790340153998	0.009349	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	3.5	4	0	0.439	-inf	0.5033	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Quantitative(Q)	th	10	4	4	0	0.079	-inf	0.781	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	bin	5	1	3	699	157.476	2.150160482983842	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	bin	10	1	3	787	176.86	2.153755841672513	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	bin	20	1	3	787	177.47	2.148788467505163	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	bin	40	1	3	742	163.166	2.185078722316357	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	bin	80	1	3	784	165.772	2.2416533077751235	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	bin	160	1	3	836	162.625	2.3619538853630875	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	th	10	1	1	1408	385.667	1.8682197233240687	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	th	10	1	1.5	1309	350.032	1.9029063725958255	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	th	10	1.5	1.5	650	124.947	2.3791234556687066	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	th	10	1	2	1135	284.404	1.996678636519425	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	th	10	1.5	2	650	124.374	2.385754792089555	0.0	Lenient	S2G
EFO_0010821_GCST90267352	EFO_0010821_GCST90267352	Test	Quantitative(Q)	th	10	2	2	287	34.97	3.036861035752696	0.0	Lenient	S2G
