Trait	Log2SizeOE	-logCOLOC p	Test Annotation	Test	TraitC	TraitR	Repeat	SizeOE	Network
GO:0006643	1.4944978991957103	210.7708302974609	0.5	Relevance-GO			1.0	2.817660709848335	PCNet2.0
GO:0006643	1.284069516416587	123.6985359268567	0.5	Relevance-GO			2.0	2.4352493772535704	PCNet2.0
GO:0006643	1.6004065855368426	249.99996986969404	0.5	Relevance-GO			3.0	3.032287582872061	PCNet2.0
GO:0006643	1.8457419064759049	250.0	0.75	Relevance-GO			1.0	3.594377426309008	PCNet2.0
GO:0006643	1.9135961403883417	250.0	0.75	Relevance-GO			2.0	3.7674703043883886	PCNet2.0
GO:0006643	1.883360341907732	250.0	0.75	Relevance-GO			3.0	3.6893338414106065	PCNet2.0
GO:0006643	2.2143215646203696	250.0	1.0	Relevance-GO			1.0	4.640632860885102	PCNet2.0
GO:0006643	2.1741580997547123	250.0	1.0	Relevance-GO			2.0	4.513223110596578	PCNet2.0
GO:0006643	2.124785286121657	250.0	1.0	Relevance-GO			3.0	4.361381785235257	PCNet2.0
GO:0007188	-0.0859435014541929	0.4761235243618686	0.0	Relevance-GO			1.0	0.9421681701910736	PCNet2.0
GO:0007188	0.033666684529164	0.1585779555976406	0.0	Relevance-GO			2.0	1.0236103815642381	PCNet2.0
GO:0007188	-0.2806864241958309	2.625251653989896	0.0	Relevance-GO			3.0	0.823199251637044	PCNet2.0
GO:0007188	0.992014675955097	58.270025714300445	0.25	Relevance-GO			1.0	1.9889605701376436	PCNet2.0
GO:0007188	1.2580995833245503	133.42887372291568	0.25	Relevance-GO			2.0	2.3918046843269103	PCNet2.0
GO:0007188	0.9214676816264038	48.39653084026616	0.25	Relevance-GO			3.0	1.8940411584546775	PCNet2.0
GO:0007188	1.550346004241575	250.0	0.5	Relevance-GO			1.0	2.9288737449157227	PCNet2.0
GO:0007188	1.676373034659102	250.0	0.5	Relevance-GO			2.0	3.1962340025448275	PCNet2.0
GO:0007188	1.6474497685475835	249.99999999998323	0.5	Relevance-GO			3.0	3.132793699409319	PCNet2.0
GO:0007188	2.161746070141594	250.0	0.75	Relevance-GO			1.0	4.474560763963345	PCNet2.0
GO:0007188	2.065862436153058	250.0	0.75	Relevance-GO			2.0	4.186841885147631	PCNet2.0
GO:0007188	2.0442678890648707	250.0	0.75	Relevance-GO			3.0	4.124639094079269	PCNet2.0
GO:0007188	2.3423191439282327	250.0	1.0	Relevance-GO			1.0	5.071171776809986	PCNet2.0
GO:0007188	2.323418907064612	250.0	1.0	Relevance-GO			2.0	5.0051694317490085	PCNet2.0
GO:0007188	2.3776897333974	250.0	1.0	Relevance-GO			3.0	5.197038452352521	PCNet2.0
GO:0007286	0.1454255135545885	1.2684112348132612	0.0	Relevance-GO			1.0	1.1060568295114657	PCNet2.0
GO:0007286	-0.0616352988982149	0.3339502615194841	0.0	Relevance-GO			2.0	0.9581774067524778	PCNet2.0
GO:0007286	-0.3306522647189027	3.0544821779221603	0.0	Relevance-GO			3.0	0.7951768907137797	PCNet2.0
GO:0007286	0.4398004133437392	8.607654844638796	0.25	Relevance-GO			1.0	1.3564166638140553	PCNet2.0
GO:0007286	0.4241916256270449	9.785951320588058	0.25	Relevance-GO			2.0	1.3418204400283888	PCNet2.0
GO:0007286	0.2528725430991811	3.077430231014288	0.25	Relevance-GO			3.0	1.191577298369289	PCNet2.0
GO:0007286	0.9827277335598446	66.31434781588447	0.5	Relevance-GO			1.0	1.9761983182472946	PCNet2.0
GO:0007286	1.0673921267575772	89.01560772147573	0.5	Relevance-GO			2.0	2.095641775494015	PCNet2.0
GO:0007286	1.039787282455836	81.92628164965387	0.5	Relevance-GO			3.0	2.0559244960682013	PCNet2.0
GO:0007286	1.5396515322512478	229.3151546383556	0.75	Relevance-GO			1.0	2.9072427360523054	PCNet2.0
GO:0007286	1.4704433353070117	192.03640103740275	0.75	Relevance-GO			2.0	2.771070345943305	PCNet2.0
GO:0007286	1.5053819826506671	223.37882371822496	0.75	Relevance-GO			3.0	2.838998295036837	PCNet2.0
GO:0007286	1.7908103708481886	250.0	1.0	Relevance-GO			1.0	3.4600919348098618	PCNet2.0
GO:0007286	1.771486819963981	250.0	1.0	Relevance-GO			2.0	3.4140562300156687	PCNet2.0
GO:0007286	1.7712739384286742	250.0	1.0	Relevance-GO			3.0	3.413552495066827	PCNet2.0
GO:0007398	-0.0965596157418795	0.5517575873655609	0.0	Relevance-GO			1.0	0.935260643529577	PCNet2.0
GO:0007398	-0.1542440870508979	1.028445846553939	0.0	Relevance-GO			2.0	0.8986030806655109	PCNet2.0
GO:0007398	0.4151843993435009	6.961777361631282	0.0	Relevance-GO			3.0	1.333469104733088	PCNet2.0
GO:0007398	0.7212674404354067	24.92445303860747	0.25	Relevance-GO			1.0	1.6486297572850637	PCNet2.0
GO:0007398	0.0773177587033718	0.4591701858889201	0.25	Relevance-GO			2.0	1.0550546710147708	PCNet2.0
GO:0007398	0.2672750357711704	2.8007935208383423	0.25	Relevance-GO			3.0	1.2035324458801155	PCNet2.0
GO:0007398	1.008115952904261	85.58136731264594	0.5	Relevance-GO			1.0	2.0112828059847927	PCNet2.0
GO:0007398	1.1554708218667398	115.42678017288556	0.5	Relevance-GO			2.0	2.227570082781835	PCNet2.0
GO:0007398	1.2376430471214743	139.5045944368538	0.5	Relevance-GO			3.0	2.3581296618183103	PCNet2.0
GO:0007398	1.562893441361439	250.0	0.75	Relevance-GO			1.0	2.954457900423183	PCNet2.0
GO:0007398	1.7623379347982642	250.0	0.75	Relevance-GO			2.0	3.392474413767739	PCNet2.0
GO:0007398	1.7673038365813494	250.0	0.75	Relevance-GO			3.0	3.404171772924326	PCNet2.0
GO:0007398	1.8017306450382675	250.0	1.0	Relevance-GO			1.0	3.4863819806875576	PCNet2.0
GO:0007398	1.906466256189407	250.0	1.0	Relevance-GO			2.0	3.7488971759247516	PCNet2.0
GO:0007398	1.9211845171785344	250.0	1.0	Relevance-GO			3.0	3.7873388853820944	PCNet2.0
GO:0007411	-0.1590521209122898	1.037772768649915	0.0	Relevance-GO			1.0	0.8956133132691705	PCNet2.0
GO:0007411	0.1256436139744578	0.8941493256148565	0.0	Relevance-GO			2.0	1.0909943376492228	PCNet2.0
GO:0007411	-0.1288132839146839	0.801068130067791	0.0	Relevance-GO			3.0	0.9145834488110416	PCNet2.0
GO:0007411	0.4931680516654584	11.059234564368785	0.25	Relevance-GO			1.0	1.4075323215289488	PCNet2.0
GO:0007411	0.2923750260557812	4.092965047516583	0.25	Relevance-GO			2.0	1.2246546978764234	PCNet2.0
GO:0007411	0.5215161402383564	12.855425792390385	0.25	Relevance-GO			3.0	1.4354629956465468	PCNet2.0
GO:0007411	1.147228203642917	106.70752240633222	0.5	Relevance-GO			1.0	2.2148794880452782	PCNet2.0
GO:0007411	1.199191564367716	122.0808695861394	0.5	Relevance-GO			2.0	2.2961096901982656	PCNet2.0
GO:0007411	1.2219965806074922	133.18197215814075	0.5	Relevance-GO			3.0	2.3326932107555867	PCNet2.0
GO:0007411	1.7019067129859589	250.0	0.75	Relevance-GO			1.0	3.253306421628512	PCNet2.0
GO:0007411	1.7962763858798902	250.0	0.75	Relevance-GO			2.0	3.4732262337854465	PCNet2.0
GO:0007411	1.6464034390815532	250.0	0.75	Relevance-GO			3.0	3.1305224321800904	PCNet2.0
GO:0007411	1.8320840650966257	250.0	1.0	Relevance-GO			1.0	3.5605103960716264	PCNet2.0
GO:0007411	1.971289628004764	250.0	1.0	Relevance-GO			2.0	3.9211847791589927	PCNet2.0
GO:0007411	1.8341445754350456	250.0	1.0	Relevance-GO			3.0	3.565599281716765	PCNet2.0
GO:0007492	-0.3348852772861449	3.303556236861001	0.0	Relevance-GO			1.0	0.792847181093938	PCNet2.0
GO:0007492	0.023524202819071	0.1051856709166992	0.0	Relevance-GO			2.0	1.016439398861959	PCNet2.0
GO:0007492	0.5948829749257174	17.436044535004186	0.0	Relevance-GO			3.0	1.5103500676414447	PCNet2.0
GO:0007492	0.3587756779136731	5.56304266933055	0.25	Relevance-GO			1.0	1.2823371989295271	PCNet2.0
GO:0007492	0.5931283458306436	17.546681659952963	0.25	Relevance-GO			2.0	1.5085142719946363	PCNet2.0
GO:0007492	0.227432150224918	2.260190400978641	0.25	Relevance-GO			3.0	1.1707492795389047	PCNet2.0
GO:0007492	1.2349740406949463	153.26616099930283	0.5	Relevance-GO			1.0	2.3537711211954715	PCNet2.0
GO:0007492	1.3776951551772991	228.59946201060805	0.5	Relevance-GO			2.0	2.5985289916674987	PCNet2.0
GO:0007492	1.3256714376661414	167.7466619946739	0.5	Relevance-GO			3.0	2.506495141519691	PCNet2.0
GO:0007492	1.757215113253235	250.0	0.75	Relevance-GO			1.0	3.380449542493397	PCNet2.0
GO:0007492	1.683646862516839	250.0	0.75	Relevance-GO			2.0	3.2123895741083897	PCNet2.0
GO:0007492	1.7133955477589191	250.0	0.75	Relevance-GO			3.0	3.279317406988039	PCNet2.0
GO:0007492	1.860782619601784	250.0	1.0	Relevance-GO			1.0	3.6320463652198374	PCNet2.0
GO:0007492	1.9129455253255807	250.0	1.0	Relevance-GO			2.0	3.765771663832356	PCNet2.0
GO:0007492	1.884345746023265	250.0	1.0	Relevance-GO			3.0	3.691854628204269	PCNet2.0
GO:0007498	-0.0925807339244873	0.4594202834955457	0.0	Relevance-GO			1.0	0.9378436064937584	PCNet2.0
GO:0007498	0.0936546866577105	0.5519123333076589	0.0	Relevance-GO			2.0	1.067069901121764	PCNet2.0
GO:0007498	-0.1628729380142326	1.0165090281848337	0.0	Relevance-GO			3.0	0.8932445193068423	PCNet2.0
GO:0007498	0.2161234537551365	1.92959267825988	0.25	Relevance-GO			1.0	1.161608128364928	PCNet2.0
GO:0007498	0.1356565315801954	0.938170692705301	0.25	Relevance-GO			2.0	1.0985926399132742	PCNet2.0
GO:0007498	0.0976047854096085	0.5743027866374089	0.25	Relevance-GO			3.0	1.069995541685243	PCNet2.0
GO:0007498	1.071595810695488	90.20294030530005	0.5	Relevance-GO			1.0	2.1017569018434	PCNet2.0
GO:0007498	1.3184711160232103	167.548367052543	0.5	Relevance-GO			2.0	2.494016683577442	PCNet2.0
GO:0007498	1.2603425815519305	134.16083631708534	0.5	Relevance-GO			3.0	2.3955261820030502	PCNet2.0
GO:0007498	1.4766608144796425	249.9999999986072	0.75	Relevance-GO			1.0	2.78303839914201	PCNet2.0
GO:0007498	1.5571603995167862	250.0	0.75	Relevance-GO			2.0	2.9427406488211307	PCNet2.0
GO:0007498	1.7716026695165383	250.0	0.75	Relevance-GO			3.0	3.414330392438098	PCNet2.0
GO:0007498	1.887084993765688	250.0	1.0	Relevance-GO			1.0	3.6988710183235507	PCNet2.0
GO:0007498	1.9345264595890448	250.0	1.0	Relevance-GO			2.0	3.8225263843685755	PCNet2.0
GO:0007498	1.9122272171650925	250.0	1.0	Relevance-GO			3.0	3.7638971781268085	PCNet2.0
GO:0007596	0.0896031107212892	0.4945786724167191	0.0	Relevance-GO			1.0	1.0640774116316962	PCNet2.0
GO:0007596	-0.2345178915498561	1.911509529817604	0.0	Relevance-GO			2.0	0.8499689876180193	PCNet2.0
GO:0007596	-0.2613632913960914	2.1830299622427005	0.0	Relevance-GO			3.0	0.8342991661518064	PCNet2.0
GO:0007596	-0.1378502837662393	0.8958544494459919	0.25	Relevance-GO			1.0	0.9088724301413559	PCNet2.0
GO:0007596	-0.0357518592710373	0.1502121757623144	0.25	Relevance-GO			2.0	0.9755232351897838	PCNet2.0
GO:0007596	0.4352892727394942	7.738975166007602	0.25	Relevance-GO			3.0	1.352181929932391	PCNet2.0
GO:0007596	0.9543573344442876	64.20613979865733	0.5	Relevance-GO			1.0	1.9377162629757785	PCNet2.0
GO:0007596	0.989064656194578	59.96217524941166	0.5	Relevance-GO			2.0	1.9848977030678407	PCNet2.0
GO:0007596	1.1898876451386236	106.04575749056067	0.5	Relevance-GO			3.0	2.281349756823158	PCNet2.0
GO:0007596	1.3546886174097257	241.01161943433192	0.75	Relevance-GO			1.0	2.557419125074067	PCNet2.0
GO:0007596	1.6165061335951498	250.0	0.75	Relevance-GO			2.0	3.066315472093116	PCNet2.0
GO:0007596	1.4264987401508724	250.0	0.75	Relevance-GO			3.0	2.6879359111751375	PCNet2.0
GO:0007596	1.741567061398364	250.0	1.0	Relevance-GO			1.0	3.343981952955179	PCNet2.0
GO:0007596	1.682415378662953	250.0	1.0	Relevance-GO			2.0	3.2096486497697767	PCNet2.0
GO:0007596	1.7056775181046273	250.0	1.0	Relevance-GO			3.0	3.2618207854888754	PCNet2.0
GO:0007623	-0.158525684627547	0.9965394678904936	0.0	Relevance-GO			1.0	0.8959401802534784	PCNet2.0
GO:0007623	0.1320556266312941	1.033623576911077	0.0	Relevance-GO			2.0	1.0958540189615953	PCNet2.0
GO:0007623	0.038548010744538	0.1922620779858992	0.0	Relevance-GO			3.0	1.0270796099812232	PCNet2.0
GO:0007623	0.294393708782119	3.430275050773841	0.25	Relevance-GO			1.0	1.226369488334224	PCNet2.0
GO:0007623	0.1055623968076525	0.679853713888946	0.25	Relevance-GO			2.0	1.0759137254542874	PCNet2.0
GO:0007623	0.4100435401699327	7.624153563690844	0.25	Relevance-GO			3.0	1.3287259141020356	PCNet2.0
GO:0007623	1.011428166678331	86.08003329851661	0.5	Relevance-GO			1.0	2.015905717640283	PCNet2.0
GO:0007623	0.6241710575883246	20.161213855053404	0.5	Relevance-GO			2.0	1.5413249578316757	PCNet2.0
GO:0007623	0.9715773928979012	61.58603002825194	0.5	Relevance-GO			3.0	1.9609834950555833	PCNet2.0
GO:0007623	1.24880874164239	153.14218522202898	0.75	Relevance-GO			1.0	2.376451142647367	PCNet2.0
GO:0007623	1.1544828292780271	113.80576325127618	0.75	Relevance-GO			2.0	2.2260451109382724	PCNet2.0
GO:0007623	1.3963735308723035	190.42969061456407	0.75	Relevance-GO			3.0	2.6323905189884576	PCNet2.0
GO:0007623	1.6346412283479683	250.0	1.0	Relevance-GO			1.0	3.1051032220721586	PCNet2.0
GO:0007623	1.7621194229815815	250.0	1.0	Relevance-GO			2.0	3.3919606256209818	PCNet2.0
GO:0007623	1.6727404416846077	250.0	1.0	Relevance-GO			3.0	3.1881962594302022	PCNet2.0
GO:0008021	-0.2062080166464538	1.5826944167554746	0.0	Relevance-GO			1.0	0.8668125721346097	PCNet2.0
GO:0008021	-0.5173174143172028	5.852632892206214	0.0	Relevance-GO			2.0	0.6986697513013302	PCNet2.0
GO:0008021	-0.2458520629306496	1.752763450493236	0.0	Relevance-GO			3.0	0.843317581425057	PCNet2.0
GO:0008021	0.5019183370677982	12.144541419613963	0.25	Relevance-GO			1.0	1.4160952786780814	PCNet2.0
GO:0008021	0.6361423405040936	18.42596873227228	0.25	Relevance-GO			2.0	1.554167868742613	PCNet2.0
GO:0008021	1.0688958206124908	89.87876854485037	0.25	Relevance-GO			3.0	2.097827162122061	PCNet2.0
GO:0008021	1.177179957068819	126.47612352436188	0.5	Relevance-GO			1.0	2.2613431892233624	PCNet2.0
GO:0008021	1.202322510340334	131.5428753736966	0.5	Relevance-GO			2.0	2.3010981330993823	PCNet2.0
GO:0008021	1.2165879368161188	135.67551176669235	0.5	Relevance-GO			3.0	2.323964348527722	PCNet2.0
GO:0008021	1.7427344725068847	250.0	0.75	Relevance-GO			1.0	3.346688957171721	PCNet2.0
GO:0008021	1.5844434718204368	250.0	0.75	Relevance-GO			2.0	2.9989209038638083	PCNet2.0
GO:0008021	1.4551754971293214	250.0	0.75	Relevance-GO			3.0	2.741899128926322	PCNet2.0
GO:0008021	1.91690277431132	250.0	1.0	Relevance-GO			1.0	3.776115189158668	PCNet2.0
GO:0008021	1.909644408063932	250.0	1.0	Relevance-GO			2.0	3.7571648259471555	PCNet2.0
GO:0008021	1.8501605566999448	250.0	1.0	Relevance-GO			3.0	3.605403071347775	PCNet2.0
GO:0008234	-0.1517026977959047	0.9613798380502973	0.0	Relevance-GO			1.0	0.9001874160685913	PCNet2.0
GO:0008234	-0.1385972287969148	0.838332587562264	0.0	Relevance-GO			2.0	0.9084019897404011	PCNet2.0
GO:0008234	0.1505718796601435	1.2136035386276958	0.0	Relevance-GO			3.0	1.1100093890122233	PCNet2.0
GO:0008234	0.4053845349228053	5.801068130067791	0.25	Relevance-GO			1.0	1.3244418791614272	PCNet2.0
GO:0008234	0.6065669536241023	16.63189914829065	0.25	Relevance-GO			2.0	1.522631630570333	PCNet2.0
GO:0008234	0.4803512646177705	11.130474937142774	0.25	Relevance-GO			3.0	1.395083297204253	PCNet2.0
GO:0008234	0.8786376547885246	44.72653572737865	0.5	Relevance-GO			1.0	1.8386382445702016	PCNet2.0
GO:0008234	1.0232275884722428	56.46382046786277	0.5	Relevance-GO			2.0	2.032460886094458	PCNet2.0
GO:0008234	0.9253187528472356	48.777023550106605	0.5	Relevance-GO			3.0	1.8991037885511168	PCNet2.0
GO:0008234	1.4023819523198358	140.13194363817695	0.75	Relevance-GO			1.0	2.643376550442015	PCNet2.0
GO:0008234	1.4515832560753916	163.0409108856326	0.75	Relevance-GO			2.0	2.735080425013649	PCNet2.0
GO:0008234	1.4858856031463656	172.0906579616387	0.75	Relevance-GO			3.0	2.8008905395561667	PCNet2.0
GO:0008234	1.8525226114690128	250.0	1.0	Relevance-GO			1.0	3.6113108582547264	PCNet2.0
GO:0008234	1.8047057455463005	250.0	1.0	Relevance-GO			2.0	3.4935789548843807	PCNet2.0
GO:0008234	1.8919029050248368	250.0	1.0	Relevance-GO			3.0	3.711244126637191	PCNet2.0
GO:0008237	0.1132582430705823	0.7217037919087261	0.0	Relevance-GO			1.0	1.0816683652866181	PCNet2.0
GO:0008237	-0.1702740930821477	1.1387046064733042	0.0	Relevance-GO			2.0	0.8886738287883793	PCNet2.0
GO:0008237	-0.2563136790672791	2.1006720501223457	0.0	Relevance-GO			3.0	0.8372244335578689	PCNet2.0
GO:0008237	0.2473601363517434	2.5161275457773264	0.25	Relevance-GO			1.0	1.1870330767708932	PCNet2.0
GO:0008237	0.4310456158767438	7.880414225038216	0.25	Relevance-GO			2.0	1.3482103594744395	PCNet2.0
GO:0008237	0.5226230070873978	11.005374946231395	0.25	Relevance-GO			3.0	1.4365647364996748	PCNet2.0
GO:0008237	1.3225045110043478	153.2616952069259	0.5	Relevance-GO			1.0	2.5009990525838415	PCNet2.0
GO:0008237	1.1473461390328823	84.43949558480494	0.5	Relevance-GO			2.0	2.215060554275949	PCNet2.0
GO:0008237	0.8014259680105564	33.0405769780569	0.5	Relevance-GO			3.0	1.7428228916416717	PCNet2.0
GO:0008237	1.5490507204805948	237.0722191506526	0.75	Relevance-GO			1.0	2.9262453168990668	PCNet2.0
GO:0008237	1.5277842496658345	206.97922451180645	0.75	Relevance-GO			2.0	2.883426503654409	PCNet2.0
GO:0008237	1.5351916485162038	201.0278434641405	0.75	Relevance-GO			3.0	2.898269291453261	PCNet2.0
GO:0008237	1.8231826661988628	250.0	1.0	Relevance-GO			1.0	3.538609752482585	PCNet2.0
GO:0008237	1.9045908455280527	250.0	1.0	Relevance-GO			2.0	3.7440270171111316	PCNet2.0
GO:0008237	1.787886287364048	250.0	1.0	Relevance-GO			3.0	3.4530860527338834	PCNet2.0
GO:0008406	0.2168316012688095	2.064845552783832	0.0	Relevance-GO			1.0	1.162178444198832	PCNet2.0
GO:0008406	0.1646846435703655	1.2810003621212818	0.0	Relevance-GO			2.0	1.1209210308900828	PCNet2.0
GO:0008406	0.0858566665846465	0.4982562703720055	0.0	Relevance-GO			3.0	1.0613177605687445	PCNet2.0
GO:0008406	0.4430264133743129	8.503762454833264	0.25	Relevance-GO			1.0	1.3594531310306972	PCNet2.0
GO:0008406	0.2787755376028575	3.369470428573176	0.25	Relevance-GO			2.0	1.2131647947403437	PCNet2.0
GO:0008406	0.2591371843670925	2.8787685448503786	0.25	Relevance-GO			3.0	1.1967627567430101	PCNet2.0
GO:0008406	0.9116785455302666	54.71783122169536	0.5	Relevance-GO			1.0	1.881233000906618	PCNet2.0
GO:0008406	1.0406936991364726	68.77572598570575	0.5	Relevance-GO			2.0	2.057216598511765	PCNet2.0
GO:0008406	0.990832702998915	71.55455148573395	0.5	Relevance-GO			3.0	1.987331719425592	PCNet2.0
GO:0008406	1.238089018582908	155.0169603839539	0.75	Relevance-GO			1.0	2.3588587286445235	PCNet2.0
GO:0008406	1.4508889015454254	226.97305837204087	0.75	Relevance-GO			2.0	2.733764375197235	PCNet2.0
GO:0008406	1.520921138912242	250.0	0.75	Relevance-GO			3.0	2.869742198100406	PCNet2.0
GO:0008406	1.682084200757978	250.0	1.0	Relevance-GO			1.0	3.208911943334737	PCNet2.0
GO:0008406	1.6373831056393011	250.0	1.0	Relevance-GO			2.0	3.111010158224481	PCNet2.0
GO:0008406	1.7114513641477649	250.0	1.0	Relevance-GO			3.0	3.2749011575287006	PCNet2.0
GO:0009566	0.0927891162414027	0.5654310959658013	0.0	Relevance-GO			1.0	1.0664298856677317	PCNet2.0
GO:0009566	0.1366503336992806	0.9978339382434924	0.0	Relevance-GO			2.0	1.099349667411936	PCNet2.0
GO:0009566	0.1358735721985049	0.9854794612420764	0.0	Relevance-GO			3.0	1.0987579258229827	PCNet2.0
GO:0009566	0.108279274661584	0.7444862871804666	0.25	Relevance-GO			1.0	1.0779417911432783	PCNet2.0
GO:0009566	0.5027147629216409	13.285083752006416	0.25	Relevance-GO			2.0	1.4168772362064688	PCNet2.0
GO:0009566	0.0039036225960156	0.0164188132942093	0.25	Relevance-GO			3.0	1.0027094489364878	PCNet2.0
GO:0009566	0.8931929261185698	46.32486349553201	0.5	Relevance-GO			1.0	1.8572820552701523	PCNet2.0
GO:0009566	0.6902015935105181	22.33611070137734	0.5	Relevance-GO			2.0	1.6135089647114462	PCNet2.0
GO:0009566	0.7230319424126662	28.81332613250025	0.5	Relevance-GO			3.0	1.6506473632627796	PCNet2.0
GO:0009566	1.1791982531559833	101.35300846252288	0.75	Relevance-GO			1.0	2.2645089685295905	PCNet2.0
GO:0009566	1.1314957059121946	81.12257105921178	0.75	Relevance-GO			2.0	2.1908575847107734	PCNet2.0
GO:0009566	1.2609610092086867	122.6083592965076	0.75	Relevance-GO			3.0	2.3965532716991294	PCNet2.0
GO:0009566	1.5047761410177176	201.54015535761167	1.0	Relevance-GO			1.0	2.8378063437081584	PCNet2.0
GO:0009566	1.6662613839351377	250.0	1.0	Relevance-GO			2.0	3.1739103619396443	PCNet2.0
GO:0009566	1.511885906715433	200.70443290003752	1.0	Relevance-GO			3.0	2.8518258936123932	PCNet2.0
GO:0009913	-0.1599350539598042	1.01587791713889	0.0	Relevance-GO			1.0	0.8950653633258745	PCNet2.0
GO:0009913	-0.0801872628176948	0.4539511335982656	0.0	Relevance-GO			2.0	0.9459348557557329	PCNet2.0
GO:0009913	0.0073883285326602	0.0309103970450784	0.0	Relevance-GO			3.0	1.0051343348455624	PCNet2.0
GO:0009913	0.6235328791108367	19.00590291041179	0.25	Relevance-GO			1.0	1.540643301028509	PCNet2.0
GO:0009913	0.4421240336671269	9.925183559354826	0.25	Relevance-GO			2.0	1.3586030835080014	PCNet2.0
GO:0009913	0.6830217275328063	22.365522729839267	0.25	Relevance-GO			3.0	1.6054989566711673	PCNet2.0
GO:0009913	1.0056611185208442	59.42147539472501	0.5	Relevance-GO			1.0	2.0078633945274666	PCNet2.0
GO:0009913	1.1787908160701928	104.2404832405378	0.5	Relevance-GO			2.0	2.263869530091709	PCNet2.0
GO:0009913	1.0924751985093135	89.24420134302618	0.5	Relevance-GO			3.0	2.1323957303251904	PCNet2.0
GO:0009913	1.6640594714965244	250.0	0.75	Relevance-GO			1.0	3.1690698779908097	PCNet2.0
GO:0009913	1.562832859853903	250.0	0.75	Relevance-GO			2.0	2.9543338397238887	PCNet2.0
GO:0009913	1.6292733945604263	250.0	0.75	Relevance-GO			3.0	3.0935715343394437	PCNet2.0
GO:0009913	1.894503121950071	250.0	1.0	Relevance-GO			1.0	3.7179390559449343	PCNet2.0
GO:0009913	1.8800015568009725	250.0	1.0	Relevance-GO			2.0	3.6807545743709262	PCNet2.0
GO:0009913	1.847129676606492	250.0	1.0	Relevance-GO			3.0	3.597836625509595	PCNet2.0
GO:0010001	-0.516586496019285	5.697885623043799	0.0	Relevance-GO			1.0	0.6990238108040729	PCNet2.0
GO:0010001	0.1058278523384156	0.6695862266508091	0.0	Relevance-GO			2.0	1.0761117115278467	PCNet2.0
GO:0010001	0.1180231616819751	0.8329782042097436	0.0	Relevance-GO			3.0	1.0852467947873004	PCNet2.0
GO:0010001	0.0419299183350608	0.1983219409641068	0.25	Relevance-GO			1.0	1.0294900727742982	PCNet2.0
GO:0010001	0.2215110436494432	1.909741947068684	0.25	Relevance-GO			2.0	1.165954139137194	PCNet2.0
GO:0010001	0.0695989825794592	0.4197594917346237	0.25	Relevance-GO			3.0	1.0494249406246416	PCNet2.0
