Entrez	n_GO_CC	n_GO_MF	n_GO_BP	n_GO
2620	3.0	3.0	10.0	16.0
2621	7.0	9.0	61.0	77.0
2622	10.0	4.0	12.0	26.0
2623	6.0	17.0	42.0	65.0
2624	4.0	12.0	55.0	71.0
2625	3.0	17.0	107.0	127.0
2626	5.0	16.0	41.0	62.0
2627	5.0	12.0	56.0	73.0
2628	4.0	3.0	5.0	12.0
2629	7.0	7.0	54.0	68.0
2631	2.0	1.0	3.0	6.0
2632	3.0	6.0	4.0	13.0
2633	10.0	13.0	18.0	41.0
2634	8.0	6.0	14.0	28.0
2635	4.0	5.0	8.0	17.0
2636	2.0	2.0	7.0	11.0
2637	2.0	7.0	15.0	24.0
2638	7.0	4.0	4.0	15.0
2639	2.0	3.0	3.0	8.0
2641	5.0	6.0	22.0	33.0
2642	3.0	5.0	15.0	23.0
2643	8.0	12.0	19.0	39.0
2644	8.0	6.0	5.0	19.0
2645	3.0	6.0	18.0	27.0
2646	4.0	5.0	8.0	17.0
2647	10.0	1.0	12.0	23.0
2648	9.0	15.0	51.0	75.0
2649	4.0	8.0	4.0	16.0
2650	5.0	2.0	9.0	16.0
2651	3.0	2.0	13.0	18.0
2652	3.0	4.0	5.0	12.0
2653	4.0	2.0	3.0	9.0
2657	1.0	2.0	3.0	6.0
2658	4.0	6.0	30.0	40.0
2660	2.0	7.0	29.0	38.0
2661	2.0	2.0	9.0	13.0
2662	2.0	2.0	12.0	16.0
2664	9.0	5.0	8.0	22.0
2665	11.0	5.0	6.0	22.0
2668	3.0	7.0	37.0	47.0
2669	6.0	7.0	7.0	20.0
2670	9.0	5.0	16.0	30.0
2671	4.0	5.0	11.0	20.0
2672	4.0	7.0	12.0	23.0
2673	2.0	2.0	7.0	11.0
2674	10.0	5.0	10.0	25.0
2675	4.0	1.0	3.0	8.0
2676	5.0	4.0	6.0	15.0
2677	2.0	2.0	4.0	8.0
2678	3.0	6.0	14.0	23.0
2679	2.0	4.0	8.0	14.0
2681	3.0	1.0	2.0	6.0
2683	16.0	7.0	19.0	42.0
2686	1.0	4.0	4.0	9.0
2687	1.0	5.0	7.0	13.0
2688	5.0	6.0	16.0	27.0
2689	3.0	3.0	6.0	12.0
2690	13.0	12.0	26.0	51.0
2691	4.0	4.0	11.0	19.0
2692	9.0	6.0	24.0	39.0
2693	8.0	4.0	47.0	59.0
2694	6.0	3.0	2.0	11.0
2695	5.0	5.0	29.0	39.0
2696	2.0	6.0	17.0	25.0
2697	18.0	10.0	30.0	58.0
2700	2.0	2.0	4.0	8.0
2701	3.0	2.0	7.0	12.0
2702	5.0	10.0	36.0	51.0
2703	2.0	3.0	7.0	12.0
2705	3.0	3.0	6.0	12.0
2706	9.0	5.0	20.0	34.0
2707	5.0	2.0	7.0	14.0
2709	1.0	2.0	6.0	9.0
2710	4.0	3.0	6.0	13.0
2712	5.0	3.0	8.0	16.0
2717	7.0	9.0	6.0	22.0
2719	6.0	2.0	35.0	43.0
2720	10.0	4.0	7.0	21.0
2729	3.0	7.0	34.0	44.0
2730	2.0	5.0	23.0	30.0
2731	5.0	7.0	6.0	18.0
2733	12.0	5.0	4.0	21.0
2734	7.0	2.0	6.0	15.0
2735	8.0	10.0	29.0	47.0
2736	8.0	8.0	34.0	50.0
2737	13.0	12.0	72.0	97.0
2738	1.0	5.0	3.0	9.0
2739	5.0	3.0	6.0	14.0
2740	2.0	5.0	13.0	20.0
2741	13.0	10.0	26.0	49.0
2742	8.0	8.0	11.0	27.0
2743	10.0	8.0	15.0	33.0
2744	4.0	2.0	7.0	13.0
2745	4.0	2.0	4.0	10.0
2746	4.0	10.0	6.0	20.0
2747	2.0	6.0	3.0	11.0
2752	12.0	9.0	15.0	36.0
2760	7.0	3.0	8.0	18.0
2762	3.0	4.0	3.0	10.0
2764	0.0	5.0	5.0	10.0
2765	2.0	0.0	3.0	5.0
2766	2.0	2.0	3.0	7.0
2767	7.0	8.0	20.0	35.0
2768	8.0	8.0	17.0	33.0
2769	3.0	5.0	6.0	14.0
2770	11.0	8.0	10.0	29.0
2771	15.0	6.0	28.0	49.0
2773	14.0	10.0	14.0	38.0
2774	3.0	6.0	2.0	11.0
2775	2.0	8.0	3.0	13.0
2776	9.0	7.0	13.0	29.0
2778	5.0	12.0	7.0	24.0
2779	11.0	8.0	17.0	36.0
2780	5.0	6.0	9.0	20.0
2781	7.0	8.0	5.0	20.0
2782	10.0	5.0	11.0	26.0
2783	11.0	5.0	2.0	18.0
2784	7.0	5.0	10.0	22.0
2785	5.0	3.0	2.0	10.0
2786	3.0	2.0	3.0	8.0
2787	4.0	4.0	2.0	10.0
2788	3.0	2.0	6.0	11.0
2790	2.0	3.0	2.0	7.0
2791	2.0	3.0	2.0	7.0
2792	3.0	3.0	7.0	13.0
2793	1.0	2.0	2.0	5.0
2794	2.0	3.0	3.0	8.0
2796	2.0	3.0	7.0	12.0
2797	2.0	2.0	1.0	5.0
2798	2.0	2.0	4.0	8.0
2799	5.0	6.0	2.0	13.0
2800	6.0	1.0	0.0	7.0
2801	10.0	7.0	16.0	33.0
2802	8.0	2.0	0.0	10.0
2803	8.0	3.0	4.0	15.0
2804	7.0	3.0	3.0	13.0
2805	4.0	4.0	14.0	22.0
2806	4.0	4.0	12.0	20.0
2810	5.0	6.0	20.0	31.0
2811	8.0	2.0	14.0	24.0
2812	2.0	3.0	7.0	12.0
2813	10.0	1.0	3.0	14.0
2814	3.0	1.0	6.0	10.0
2815	2.0	1.0	6.0	9.0
2817	14.0	4.0	7.0	25.0
2819	3.0	5.0	10.0	18.0
2820	3.0	3.0	3.0	9.0
2821	8.0	7.0	23.0	38.0
2822	7.0	3.0	30.0	40.0
2823	11.0	2.0	10.0	23.0
2824	3.0	2.0	11.0	16.0
2825	4.0	5.0	3.0	12.0
2826	3.0	3.0	5.0	11.0
2827	1.0	2.0	5.0	8.0
2828	1.0	1.0	12.0	14.0
2829	1.0	2.0	8.0	11.0
2830	1.0	2.0	3.0	6.0
2831	4.0	5.0	5.0	14.0
2832	3.0	5.0	3.0	11.0
2833	4.0	4.0	12.0	20.0
2834	3.0	5.0	5.0	13.0
2835	1.0	2.0	2.0	5.0
2837	2.0	2.0	5.0	9.0
2838	3.0	4.0	4.0	11.0
2840	1.0	3.0	6.0	10.0
2841	3.0	1.0	7.0	11.0
2842	2.0	1.0	1.0	4.0
2843	3.0	1.0	2.0	6.0
2844	1.0	1.0	5.0	7.0
2845	1.0	2.0	3.0	6.0
2846	3.0	2.0	2.0	7.0
2847	5.0	6.0	8.0	19.0
2848	1.0	2.0	1.0	4.0
2849	1.0	1.0	1.0	3.0
2850	1.0	1.0	4.0	6.0
2852	29.0	7.0	54.0	90.0
2853	1.0	4.0	7.0	12.0
2854	1.0	3.0	5.0	9.0
2855	1.0	2.0	4.0	7.0
2856	1.0	2.0	4.0	7.0
2857	1.0	2.0	2.0	5.0
2859	1.0	2.0	8.0	11.0
2861	8.0	11.0	9.0	28.0
2862	2.0	2.0	1.0	5.0
2863	1.0	3.0	1.0	5.0
2864	1.0	4.0	11.0	16.0
2865	1.0	3.0	13.0	17.0
2866	1.0	2.0	1.0	4.0
2867	2.0	4.0	19.0	25.0
2868	5.0	3.0	6.0	14.0
2869	5.0	8.0	13.0	26.0
2870	3.0	4.0	5.0	12.0
2872	5.0	8.0	9.0	22.0
2873	5.0	2.0	4.0	11.0
2874	6.0	6.0	18.0	30.0
2875	2.0	2.0	5.0	9.0
2876	6.0	3.0	49.0	58.0
2877	2.0	2.0	3.0	7.0
2878	3.0	4.0	3.0	10.0
2879	6.0	6.0	14.0	26.0
2880	1.0	1.0	3.0	5.0
2882	3.0	4.0	2.0	9.0
2885	13.0	15.0	17.0	45.0
2886	5.0	5.0	4.0	14.0
2887	4.0	3.0	11.0	18.0
2888	5.0	4.0	3.0	12.0
2889	5.0	3.0	12.0	20.0
2890	24.0	8.0	14.0	46.0
2891	14.0	5.0	7.0	26.0
2892	6.0	4.0	7.0	17.0
2893	7.0	5.0	8.0	20.0
2894	5.0	4.0	7.0	16.0
2895	7.0	6.0	16.0	29.0
2896	13.0	5.0	23.0	41.0
2897	5.0	2.0	10.0	17.0
2898	8.0	4.0	20.0	32.0
2899	10.0	6.0	11.0	27.0
2900	5.0	3.0	8.0	16.0
2901	11.0	6.0	12.0	29.0
2902	16.0	13.0	25.0	54.0
2903	13.0	6.0	35.0	54.0
2904	13.0	9.0	23.0	45.0
2905	6.0	4.0	20.0	30.0
2906	8.0	9.0	18.0	35.0
2907	3.0	2.0	3.0	8.0
2908	12.0	20.0	30.0	62.0
2909	5.0	7.0	24.0	36.0
2911	8.0	7.0	14.0	29.0
2912	6.0	6.0	16.0	28.0
2913	8.0	5.0	7.0	20.0
2914	3.0	3.0	7.0	13.0
2915	8.0	10.0	27.0	45.0
2916	6.0	5.0	9.0	20.0
2917	10.0	5.0	8.0	23.0
2918	1.0	3.0	5.0	9.0
2919	4.0	6.0	12.0	22.0
2920	2.0	3.0	7.0	12.0
2921	2.0	2.0	5.0	9.0
2922	5.0	3.0	12.0	20.0
2923	12.0	8.0	8.0	28.0
2925	1.0	3.0	11.0	15.0
2926	6.0	3.0	6.0	15.0
2928	2.0	7.0	2.0	11.0
2931	11.0	9.0	52.0	72.0
2932	14.0	17.0	73.0	104.0
2934	18.0	7.0	31.0	56.0
2935	3.0	5.0	6.0	14.0
2936	5.0	4.0	5.0	14.0
2937	2.0	7.0	5.0	14.0
2938	2.0	4.0	7.0	13.0
2939	2.0	2.0	3.0	7.0
2940	2.0	1.0	3.0	6.0
2941	1.0	4.0	2.0	7.0
2944	3.0	4.0	7.0	14.0
2946	5.0	8.0	14.0	27.0
2947	6.0	6.0	6.0	18.0
2948	3.0	6.0	4.0	13.0
2949	2.0	3.0	1.0	6.0
2950	11.0	9.0	33.0	53.0
2952	3.0	3.0	2.0	8.0
2953	4.0	1.0	1.0	6.0
2954	3.0	6.0	4.0	13.0
2956	7.0	17.0	13.0	37.0
2957	6.0	8.0	4.0	18.0
2958	5.0	7.0	5.0	17.0
2959	11.0	11.0	11.0	33.0
2960	5.0	4.0	3.0	12.0
2961	5.0	5.0	2.0	12.0
2962	7.0	10.0	7.0	24.0
2963	4.0	3.0	4.0	11.0
2965	3.0	3.0	7.0	13.0
2966	7.0	3.0	7.0	17.0
2967	7.0	3.0	4.0	14.0
2968	7.0	4.0	3.0	14.0
2969	4.0	6.0	3.0	13.0
2971	2.0	3.0	3.0	8.0
2972	4.0	5.0	7.0	16.0
2975	5.0	3.0	6.0	14.0
2976	2.0	3.0	3.0	8.0
2977	2.0	4.0	6.0	12.0
2978	3.0	4.0	6.0	13.0
2979	4.0	3.0	5.0	12.0
2980	1.0	3.0	1.0	5.0
