GeneSet	Tissue	Log10PValue	Tissue.Specific.Genes	fold.change	samples	NotIdentifiedCount
36809768_EFO_0022265_GCST90269597_EFO_0022265	Breast	0	0	0	4	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Cerebral Cortex	0	0	0	3	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Cervix, uterine	0	0	0	2	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Colon	0	0	0	13	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Duodenum	2.21642739329644	3	17.8056603773585	2	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Endometrium	0	0	0	5	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Esophagus	0	0	0	3	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Fallopian Tube	0	0	0	5	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Gallbladder	0	0	0	3	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Heart Muscle	0.144095474714049	1	9.29753694581281	4	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Kidney	0	0	0	9	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Liver	2.912088818641	4	17.8900473933649	10	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Lung	0	0	0	9	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Lymph Node	0	0	0	5	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Ovary	0	0	0	3	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Pancreas	0	0	0	2	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Placenta	0	0	0	8	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Prostate	0	0	0	9	0
